2012-11-23T23:42:52.624+00:00|37383395351977|938|2006
2012-11-23T23:42:52.624+00:00|37383395351977|923|2007
2012-11-23T23:42:52.624+00:00|37383395351977|911|2005
2011-12-27T18:11:43.460+00:00|24189255814529|7|2011
2011-12-27T18:11:43.460+00:00|24189255814529|10|2011
2010-05-16T02:17:28.216+00:00|4398046515698|1001|2008
2010-05-16T02:17:28.216+00:00|4398046515698|1002|2008
2012-01-23T22:13:05.180+00:00|26388279069930|679|2003
2010-12-24T11:21:26.087+00:00|10995116284222|112|2004
2010-12-24T11:21:26.087+00:00|10995116284222|115|2004
2010-12-24T11:21:26.087+00:00|10995116284222|403|2004
2010-12-24T11:21:26.087+00:00|10995116284222|120|2004
2010-12-24T11:21:26.087+00:00|10995116284222|111|2002
2010-01-08T18:59:33.814+00:00|4926|297|2005
2010-01-08T18:59:33.814+00:00|4926|969|2003
2010-01-08T18:59:33.814+00:00|4926|973|2004
2010-01-08T18:59:33.814+00:00|4926|975|2004
2011-06-23T09:40:56.883+00:00|17592186045246|545|2001
2011-06-23T09:40:56.883+00:00|17592186045246|550|2001
2011-04-20T23:04:11.767+00:00|15393162795784|296|2007
2011-04-20T23:04:11.767+00:00|15393162795784|297|2008
2011-04-20T23:04:11.767+00:00|15393162795784|298|2007
2012-05-25T16:36:40.480+00:00|30786325582629|728|2007
2012-11-28T21:32:57.484+00:00|37383395345094|851|2006
2012-11-28T21:32:57.484+00:00|37383395345094|1002|2006
2012-10-24T20:38:54.965+00:00|35184372093599|1557|2010
2012-10-24T20:38:54.965+00:00|35184372093599|1561|2009
2012-10-24T20:38:54.965+00:00|35184372093599|26|2009
2012-03-19T01:34:19.487+00:00|28587302328833|544|2004
2010-03-03T07:19:46.423+00:00|5928|976|1998
2010-03-03T07:19:46.423+00:00|5928|1002|1999
2010-03-03T07:19:46.423+00:00|5928|973|1998
2012-04-08T20:52:10.440+00:00|28587302324608|1232|2002
2012-04-08T20:52:10.440+00:00|28587302324608|1233|2001
2012-04-08T20:52:10.440+00:00|28587302324608|1234|2001
2011-09-04T16:54:08.264+00:00|19791209306910|841|2004
2010-02-11T17:25:18.929+00:00|7456|551|2009
2010-02-11T17:25:18.929+00:00|7456|552|2009
2010-02-11T17:25:18.929+00:00|7456|553|2008
2011-11-04T11:11:04.545+00:00|21990232560372|1362|2011
2011-11-04T11:11:04.545+00:00|21990232560372|999|2010
2011-11-04T11:11:04.545+00:00|21990232560372|255|2010
2011-11-04T11:11:04.545+00:00|21990232560372|943|2010
2011-08-22T14:23:31.442+00:00|19791209307484|889|2004
2011-08-22T14:23:31.442+00:00|19791209307484|890|2003
2010-02-25T02:21:26.933+00:00|2117|544|2010
2010-02-25T02:21:26.933+00:00|2117|545|2010
2010-02-25T02:21:26.933+00:00|2117|541|2010
2010-05-16T07:29:15.912+00:00|4398046515793|1425|2003
